Tỉnh/Thành phố trực thuộc trung ương,Tỉnh/Thành phố trực thuộc trung ương.1,Thang điểm,Hà Nội,Cao Bằng,Tuyên Quang,Lào Cai,Điện Biên,Lai Châu,Sơn La,Thái Nguyên,Lạng Sơn,Quảng Ninh,Phú Thọ,Bắc Ninh,Hải Phòng,Hưng Yên,Ninh Bình,Thanh Hóa,Nghệ An,Hà Tĩnh,Quảng Trị,Thừa Thiên-Huế,Đà Nẵng,Quảng Ngãi,Khánh Hòa,Gia Lai,Đắk Lắk,Lâm Đồng,Tây Ninh,Đồng Nai,TP. Hồ Chí Minh,Vĩnh Long,Đồng Tháp,An Giang,Cần Thơ,Cà Mau
Participated in Election,Tỷ lệ người trả lời trực tiếp bầu trưởng thôn/tổ trưởng tổ dân phố (%) ,0%-100%,0.6629434228,0.6216049194,0.6399101264588235,0.6965069735588234,0.6196368933,0.7364388704,0.6031073928,0.6495526503058824,0.6704502106,,0.6682012329416667,0.7285898169764705,0.7227064080341464,0.676237914709375,0.6064807882684211,0.6242005825,0.7470033169,0.6726319194,0.6720676981124999,0.7125349641,0.7087670697444445,0.6478082140333333,0.7258974345105264,0.7777012413354839,0.6486296951500001,0.7179047122333335,0.7688945572655174,0.6465969986604652,0.7023732506084112,0.7212049039636365,0.6235237963117647,0.7223751190405405,0.6156270075531249,0.6970623561
Quality of Village Head Elections,1.3: Chất lượng bầu cử,0.25-2.5 điểm/points,1.470848798751831,1.459062099456787,1.5141698332393871,1.4930242089664236,1.6434977054595947,1.4588613510131836,1.5470775365829468,1.6047053687712725,1.4256181716918945,,1.5357268750667572,1.558857742477866,1.44754930240352,1.580212038010359,1.5401586890220642,1.5885882377624512,1.45066237449646,1.644173264503479,1.5202700123190882,1.6196787357330322,1.476554340786404,1.5053632656733196,1.4181397400404279,1.4533815845366447,1.475691305739539,1.4741830898053718,1.1620701551437378,1.3369199287059697,1.3498461703273739,1.2598597208658853,1.0320153376635384,1.190702344920184,1.288120463490486,1.2493914365768433
More than 1 Candidate to Select,Tỷ lệ người trả lời cho biết có từ hai ứng cử viên trở lên để dân bầu trưởng thôn/tổ trưởng tổ dân phố (%),0%-100%,0.366248399,0.3670831025,0.454881396382353,0.414070192517647,0.5679103732,0.4119698107,0.4281266928,0.5231031389999999,0.383268714,,0.4788750310333333,0.46089964579705883,0.4628418683804879,0.4774066861437499,0.4483755042947368,0.4570814967,0.3729568124,0.6532606483,0.50304462018125,0.6612987518,0.5014412171333333,0.40790371096666667,0.4665359038947368,0.48769512097419354,0.43577685847500003,0.4978842184606061,0.22194497544482758,0.27388628762790695,0.30751336456542055,0.37223685963333336,0.24806298140588234,0.32779693039999996,0.41520631778749995,0.4206522745571429
Invited to Participate,Tỷ lệ người trả lời cho biết gia đình được mời đi bầu trưởng thôn/tổ trưởng tổ dân phố (%),0%-100%,0.4405024946,0.3866107762,0.5154346140235293,0.4860640992235294,0.6189690828,0.4588409066,0.5012785792,0.6533594026294117,0.45345366,,0.5892063031666667,0.5989619125264706,0.536438909997561,0.5782249691125,0.4973333556526316,0.5984118581,0.5144374371,0.7176705003,0.64812561125,0.7312013507,0.5811690224666667,0.4968112310000001,0.5190268707947369,0.6155179816096774,0.5215174108821429,0.5417809540848485,0.2291077344551724,0.3278139691162791,0.32663024219719633,0.40489644353939397,0.27829636548235287,0.36425621204864855,0.48500123715624993,0.45983376671428566
Paper Ballot was Used,Tỷ lệ người trả lời cho biết hình thức bầu trưởng thôn/tổ trưởng tổ dân phố là bỏ phiếu kín (%),0%-100%,0.6363635063,0.7141170502,0.6137110871705882,0.5916080754999999,0.8788694739,0.5976065993,0.7330464721,0.5258894387176472,0.3787358403,,0.7732522487916667,0.8715137769294118,0.8843141663365854,0.9140654802281251,0.7809197793131578,0.7344700098,0.6626870632,0.7981079817,0.7139017171875001,0.9548202157,0.6131168206444444,0.7513580123666667,0.9237490139526316,0.8043710820032257,0.72641884855,0.8804531657272727,0.9691720378931035,0.8734801605883721,0.8220791744186915,0.9499840501848485,1.0,0.9772318118324324,0.9771354980656249,0.9842810545857142
Votes Counted in Public,Tỷ lệ người trả lời cho biết kết quả bầu cử trưởng thôn/tổ trưởng tổ dân phố được niêm yết công khai (%),0%-100%,0.8423816562,0.8991695642,0.863376691052941,0.8756184508058822,0.8797256351,0.8321985006,0.9271109104,0.9630124744588234,0.9045146704,,0.8184818277916666,0.8406547781264706,0.6987632934634147,0.7465396374125001,0.8089824742210527,0.8710989952,0.8772785068,0.9115251303,0.87363051998125,0.7733532786,0.7383712265333332,0.8538678884666667,0.5737051085421053,0.7432354188903226,0.7943314484321428,0.6387269063545455,0.4052737016275862,0.6047986205046512,0.5888180315373832,0.5125701879000001,0.3385369286705882,0.44227549027027024,0.39279311615312507,0.5341959681142856
Candidate was Not Suggested,Tỷ lệ người trả lời cho biết chính quyền không gợi ý bầu cho một ứng viên cụ thể (%),0%-100%,0.1099475846,0.196667552,0.1974254215352941,0.13919960618235291,0.5015438199,0.1165469065,0.2222222239,0.08655197829882352,0.06828258932,,0.29160214373916665,0.36180313019705884,0.33760739393902445,0.47602762561249995,0.18470620423131578,0.1770979613,0.3293346763,0.3503691256,0.38855888883749995,0.6466863155,0.26980838344,0.2605507125666667,0.521737280631579,0.49229360013548384,0.28627782526071427,0.45343754599393943,0.5898429463862068,0.2595596724209302,0.2924049294906542,0.7316693157727274,1.0,0.7571826351567568,0.7455698810375,0.8687241077285714
Voted for Winner,Tỷ lệ người trả lời cho biết họ đã bầu cho người đã trúng cử (%),0%-100%,0.9246054888,0.9691579342,0.8995704966470588,0.916893089535294,0.8632856607,0.9469154477,0.925419271,0.9455509957294117,0.9415801167,,0.9469831287916667,0.9484486334617648,0.9730319700878051,0.8550315778750001,0.9416823496921053,0.9059053063,0.9074454308,0.9882454276,0.9259543977437499,0.9422321916,0.9098423984333333,0.9234116872,0.8834637027000001,0.9377994267741935,0.9009798211357144,0.8778400294696971,0.8442863698379311,0.9012446222953489,0.8383223514495327,0.8594081528393941,0.7681226414705882,0.8806951819486486,0.8478867206562499,0.8833448035285714
Voluntary Contributions,1.4: Đóng góp tự nguyện,0.25-2.5 điểm/points,1.0101029872894287,0.883605420589447,1.0196238195194915,0.9476693518021527,0.7515040040016174,0.914963960647583,0.8898224234580994,1.3176908212549547,1.106857180595398,,1.03361743191878,1.1689605783013737,0.9028131816445328,1.0393950957804916,1.062544534080907,1.2470049858093262,1.053571343421936,1.2204504013061523,1.0110701248049736,0.9086301326751709,0.8310412102275423,1.0504077672958374,1.1328400059750205,0.7930641135861797,0.8635366197143282,1.1013011824000964,0.8981151704130501,0.8872576037118601,1.038944373621005,0.9738814072175459,0.9833620015312643,0.9853540562294625,1.1929843537509441,0.9012165069580077
Voluntary Contribution to Local Projects,Tỷ lệ người trả lời cho biết đã đóng góp tự nguyện cho một công trình công cộng ở xã/phường nơi sinh sống (%),0%-100%,0.5911427736,0.2430516034,0.30469807981176467,0.3974989459882353,0.2801896334,0.417986393,0.2434579283,0.5044305955647059,0.3818403482,,0.47133876632500005,0.4730062327176471,0.37757797070243904,0.5921800974718749,0.39425432840789476,0.4720796645,0.4183217585,0.5998541117,0.37284761668125,0.2841374576,0.2955373426222222,0.4013382395,0.4943983256842105,0.28901593817741933,0.3531944677,0.42786829041212127,0.3639964924103448,0.3702998951302326,0.39903407147757014,0.5081965092242424,0.5490528397764706,0.4377444709027027,0.5328462682562499,0.36233092205714285
Community Monitoring Board Monitors Contribution,Tỷ lệ người trả lời cho biết Ban Thanh tra nhân dân hoặc Ban giám sát đầu tư cộng đồng giám sát việc xây mới/tu sửa công trình (%),0%-100%,0.2536944449,0.2849922776,0.33347705002941175,0.25025640079999995,0.1648449302,0.2293716371,0.3186695278,0.5101775421647059,0.3701888323,,0.3156523977333333,0.3718504046705883,0.2689792917292683,0.265476751125,0.37579574708947366,0.4100057185,0.3174220324,0.3921494484,0.33411013338125,0.3458124697,0.29340245325555553,0.24874693156666666,0.40050731047368426,0.31674475244516126,0.22575744717857146,0.37252545627878786,0.3147378985206897,0.2546494194604651,0.3653347901514019,0.25344999903939397,0.24931503130588237,0.34787079209729727,0.38204257562812494,0.23502627015714284
Voluntary Contribution Recorded,Tỷ lệ người trả lời cho biết đóng góp của họ được ghi chép vào sổ sách của xã/phường (%),0%-100%,0.5909571052,0.5780696273,0.684748067535294,0.6721966091294117,0.5073913932,0.63075912,0.4855448604,0.7365944420411766,0.6983902454,,0.7173124303416667,0.6303880144352941,0.6093093433170733,0.754615424215625,0.6058799561499999,0.7988809347,0.8127765656,0.8276894093,0.7441706843562501,0.5942193866,0.41828479365555543,0.6296135187,0.6715590734315791,0.6242632366225807,0.5964040735071429,0.6388946428575758,0.5551922033551724,0.5271306093744186,0.615797480091589,0.6093095035181818,0.4779355087588235,0.5848096061432432,0.5694609759624999,0.5380821738714286
Participated in Decision-making to Start a Project,Tỷ lệ người trả lời cho biết đã tham gia vào việc quyết định xây mới/tu sửa công trình công cộng ở xã/phường (%),0%-100%,0.2796865702,0.4969175458,0.5436964315588235,0.5269284160705883,0.3729441166,0.417986393,0.3375506699,0.6019505928470588,0.5623160601,,0.47077006847499997,0.48796906100588233,0.4890718045634147,0.463338226109375,0.4763080140447368,0.5880930424,0.545447886,0.6023575068,0.57191502303125,0.3475193679,0.26305040384444445,0.45016658306666674,0.47685002342105265,0.36655572637096767,0.3939515256428572,0.4476964798878788,0.2826745726206897,0.3702756755232558,0.44888856006728967,0.29345339173030305,0.3664030555588235,0.3358175061918919,0.39142510479687503,0.39895679268571427
Provided Input to Project Design,Tỷ lệ người trả lời cho biết có tham gia đóng góp ý kiến trong quá trình thiết kế để xây mới/tu sửa công trình (%),0%-100%,0.1342360824,0.2892371118,0.3971607475,0.27088561738823524,0.2688945234,0.1916280538,0.2218347639,0.4360667993235294,0.4207486212,,0.2805472910416667,0.2815481538235294,0.26052652084146344,0.269246090165625,0.32645243956052633,0.4514244497,0.3374300003,0.2886100411,0.34116241892499993,0.2662721872,0.1672639118333333,0.3899345993666667,0.32123120203684213,0.14672090976129032,0.22781897816785715,0.3087296490303031,0.16651158340344827,0.2342840696348837,0.33865927283084113,0.17910649513636365,0.20050209321764706,0.20240342617027027,0.29718105589687493,0.2883728529571428
Dimension 2: Transparency of Local Decision-making,"Chỉ số nội dung 2: Công khai, minh bạch trong hoạch định chính sách",1-10 điểm/points,5.67074728,4.985735416,5.441066293,5.252594638999999,5.251420021,5.465606213,5.103418827,5.764346935705882,5.293701649,,5.255907416416666,5.747201821382354,5.074335703365854,5.6008648428750005,5.217887853552632,5.491531849,5.28895092,5.749053001,5.142009675374999,5.835605145,4.738723490222222,4.844666481000001,5.7838071775789475,5.143050347548387,5.09439914575,4.734669439727273,4.62718603524138,4.584526217093024,5.207811631897196,4.568728577121212,4.5865111632352935,4.6910359534864865,4.96045163278125,4.87902838842857
Access to Information,2.1: Tiếp cận thông tin,0.25-2.5 điểm/points,0.9836836457,0.7732658386,0.9111887498352941,0.9007419382882353,0.9192954302,1.009916306,0.8717617393,1.0106772744705883,0.8327104449,,0.8763260940333333,0.91244355545,0.8266697060780489,0.8873304463999999,0.8499146841,0.847966969,0.7937198281,0.9612962604,0.8869359493124999,0.9306787252,0.8134751452444444,0.7712322076,0.9412401820526316,0.8353560240032258,0.8139570972714285,0.8653871760181819,0.8047757867827587,0.8532383705023256,0.8831808751084113,0.7475595239484849,0.7505593230176469,0.7751824147405405,0.8061401378312499,0.8757875986571428
Searched for Information about State Policy and Legislation,"Tỷ lệ người trả lời cho biết đã tìm kiếm thông tin về chính sách, pháp luật từ chính quyền địa phương (%)",0%-100%,0.2683373094,0.1439155191,0.2237201175647059,0.20829169627647057,0.2130046785,0.2719441056,0.1904928684,0.2853213811764706,0.15715608,,0.17972462250833332,0.2082908762764706,0.16084511064878051,0.19370599600312496,0.16634587494473685,0.162161544,0.1368926764,0.249280408,0.20512809604375,0.2143181711,0.14120794335555553,0.11390588436666668,0.2317413836894737,0.15330854107096775,0.13941249384642856,0.17637849125454547,0.12731555770344827,0.1679562129116279,0.19472627332056072,0.09839567565606061,0.10320690973941175,0.11327064522513512,0.13416744346749998,0.18968223674571427
Received Information Needed about State Policy and Legislation,"Tỷ lệ người trả lời cho biết đã nhận được thông tin chính sách, pháp luật từ chính quyền địa phương (%)",0%-100%,0.2475859374,0.1187813282,0.18802666839999999,0.16897320220588233,0.1953210086,0.2476420552,0.1729428619,0.24531271087058823,0.143313989,,0.17088149985,0.17715281466176472,0.13273200101219515,0.18301163704062498,0.1390356264605263,0.1449882984,0.1134441122,0.2132418454,0.16130489575624998,0.2018181831,0.11597170269999997,0.10157414528666665,0.2019266705526316,0.1314859346935484,0.1151423704575,0.15508285751515152,0.1135791458048276,0.15239763575116277,0.17682260552336448,0.08374300620363638,0.09176582316588235,0.09752379900756757,0.11368169494687498,0.16508942844285712
Information Received Useful,"Tỷ lệ người trả lời cho biết thông tin chính sách, pháp luật nhận được là hữu ích (%)",0%-100%,0.2506730855,0.1028645039,0.1996731231882353,0.18558243532941174,0.1959371567,0.2528510392,0.1548814178,0.26928051428235295,0.145029664,,0.17485273381666666,0.1965718006088235,0.13925396666585366,0.1778235375125,0.14108737009736844,0.150188759,0.1154995859,0.2255868614,0.1697342013875,0.2018181831,0.13222048514444443,0.10389918336666668,0.2105892590631579,0.14185731208709676,0.12684364427714287,0.16822142760606063,0.1242040662862069,0.15633389770930234,0.17360854709065424,0.08473360878424244,0.09238144801294117,0.10813976077378379,0.12319394180656248,0.18559286426
Information Received Reliable,"Tỷ lệ người trả lời cho biết thông tin về chính sách, pháp luật từ cơ quan chính quyền là đáng tin cậy (%)",0%-100%,0.2495768964,0.1131748185,0.1862226811882353,0.18207955445294113,0.2016263306,0.2482197285,0.1564157307,0.2661046657470588,0.1281268001,,0.17059893160833334,0.1940154665647059,0.13589950124146344,0.17870448158125,0.15287138618421053,0.147845611,0.1206628382,0.2255868614,0.17618117384999998,0.2120129764,0.13042048284444444,0.09894597282666667,0.19572620407368427,0.1449482758032258,0.12248709240714285,0.16258903253333337,0.12183132511034482,0.15160036779302327,0.16296254668785048,0.08182490956424242,0.09185837866823529,0.10384643962378379,0.125303420961875,0.17868203778
Did Not Pay a Bribe for the Information,Tỷ lệ người trả lời cho biết KHÔNG phải trả chi phí không chính thức mới lấy được thông tin từ chính quyền địa phương (%),0%-100%,0.9280560613,0.9058741331,0.9508502728999998,0.9942296532823529,0.9695858955,1.0,0.9973151684,0.9601749497117648,0.9628153443,,0.9679485410249999,0.9881774800882352,0.970588984987805,0.953777845940625,1.0,0.9855505824,0.9491890669,0.9772374034,0.9727692790625,0.9762157202,0.9823270771444443,0.9620684385333333,1.0,0.9844819210967741,1.0,0.9781399532000001,0.9986368602758621,0.9806359854093022,0.9819784604906542,0.9676863533333335,0.9571448003764705,0.9946918858432433,0.985076963909375,0.9608635902571429
Reasonable Waiting Time for Information,Tỷ lệ người trả lời cho biết KHÔNG phải chờ đợi quá lâu mới lấy được thông tin từ chính quyền địa phương (%),0%-100%,0.9964695573,1.0,0.9880581287647058,0.9910569331294117,0.9930785298,0.9942133427,1.0,0.9990298607764706,0.9943656921,,1.0,0.9944285996088235,1.0,0.9967548195343751,0.9995677173,0.9976568818,0.9950998425,0.9995017648,0.9920040928124999,0.9949026108,0.9932588471111111,0.9893101056666667,0.9966763383736843,0.9974617361935483,1.0,0.9990101745636365,0.9997537382931034,1.0,0.9999940200607477,0.998062858069697,0.9945327639764705,0.9995904484324324,1.0,0.9940344776285712
Poverty List Transparency,2.2: Công khai danh sách hộ nghèo,0.25-2.5 điểm/points,1.816423059,1.62768507,1.7763840799999997,1.6946225444117646,1.669981003,1.753146052,1.660314083,1.8766240724117647,1.750017762,,1.7798591059166666,1.9478620149705883,1.678072449780488,1.8068601000937496,1.7235249625526314,1.864775062,1.8265872,1.927262902,1.6604625880000001,2.027316093,1.4915322727777778,1.547646324,1.8821178483157897,1.6561456187096775,1.6022962801071428,1.4091868076666667,1.4006134679655173,1.353636339511628,1.6161432722056075,1.3548598107575758,1.3645617960588232,1.426658829945946,1.5360695979999999,1.3822805544285712
Poverty List Published in Last 12 Months,Tỷ lệ người trả lời cho biết danh sách hộ nghèo được công bố công khai trong 12 tháng qua (%),0%-100%,0.4923328757,0.6542500257,0.7205008478999999,0.6834918260470588,0.6927438974,0.6486359835,0.6651323438,0.7053787147235294,0.7030779719,,0.6612798075083334,0.7539183093999999,0.5789135854536587,0.7227554693625,0.6597010257868421,0.6736494899,0.6816852093,0.8249832392,0.6483747958999999,0.7353246808,0.45436232949999994,0.5296479066,0.6043329583842105,0.5963976536903226,0.5629144853892858,0.46490015132727264,0.36419709694137925,0.359719268827907,0.4361543998149533,0.40295912279696977,0.3963104801647058,0.4408073691216216,0.49571751804374997,0.4209981135
Type 1 Errors on Poverty List,Có những hộ thực tế rất nghèo nhưng không được đưa vào danh sách hộ nghèo (% người trả lời cho là đúng) (%),0%-100%,0.2367412597,0.4672715664,0.3266519956882353,0.3847165283352941,0.3881946206,0.2711220384,0.3985122442,0.25785169352941173,0.3678997457,,0.32386283079999995,0.24670675744117648,0.33234801962195126,0.30783300941249997,0.3573848040473685,0.297765255,0.328917563,0.3426797986,0.43796531668125,0.2235665023,0.4599043064555555,0.47051738696666673,0.24221207358947372,0.39090288355806446,0.37542985699285714,0.5044733511757575,0.4693257839172414,0.49807207112790697,0.36792390149065424,0.4831454636848485,0.5011948715235294,0.4966792247189189,0.44476512353125,0.5182046166571428
Type 2 Errors on Poverty List,Có những hộ thực tế không nghèo nhưng lại được đưa vào danh sách hộ nghèo (% người trả lời cho là đúng) (%),0%-100%,0.1654233932,0.3769650459,0.3667797183352941,0.3863235396352941,0.4219277203,0.391620338,0.4072311223,0.27751026956470587,0.3429123461,,0.29588159922499996,0.25053690772352943,0.35207587843902444,0.34843731207812495,0.3511026352631579,0.2218123823,0.256157428,0.2541688085,0.33184829165624996,0.1395097971,0.35196393397777775,0.32575064896666667,0.19484050102105266,0.3381006996612903,0.38830102981071435,0.4347006588151515,0.3554632221896552,0.3949321127139535,0.2733685510766355,0.46106212160303034,0.4322087501823529,0.39132091642702704,0.33911258727499993,0.40696441697142854
